X,stat.Text,stat.label
2121,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2122,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets wvQiHstf PJNET,positive
2123,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2124,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2125,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2126,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2127,PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst,positive
2128,I Made My PromiseKeep My Promise,neutral
2129,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2130,The face PresidentTrump makes when he has to listen to Pocahontasspeak cegpIvKWO,neutral
2131,Cost you almost nothing maybe liarinchief donaldtrump Trump ResistTrump USpoli resistance oVFXTL,neutral
2132,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2133,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2134,USA is now under new management PresidentTrumpteam MAGA isEeeNngFF,neutral
2135,PresidentTrumps Economic Plans Suggest New Opportunities for Equity Crowdfunding BusinessTNsexHbF,neutral
2136,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2137,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2138,Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump eaVgELre,positive
2139,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2140,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2141,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2142,Seriously thoughPresidentTrump NeverShowYourTaxReturns UWhBiESY,neutral
2143,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2144,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2145,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2146,We Will FightAmericanWorkers Jobs,neutral
2147,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2148,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2149,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2150,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2151,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2152,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2153,DonnyVlad boiled or fried WRGNgTUqBL Trump Putin DonaldTrump scandal PresidentTrump constitution trumptrain,negative
2154,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2155,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2156,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2157,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2158,Havent been so optimistic since President Reagan PresidentTrumpbyITRynOHQv,positive
2159,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2160,PresidentTrumps st Days OuafNhUs ProudAmerican Proud of MyPresident MAGA AmericaFirst ForAll,positive
2161,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2162,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2163,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2164,MAGA Hannity TrumpTrain TrumpArmy RedNationRising TeamTrump TrumpSuperPac AmericaFirst LawOrder P,neutral
2165,AMERICAS PUBLIC ENEMY,negative
2166,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2167,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2168,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2169,MAGA Hannity TrumpTrain TrumpArmy RedNationRising TeamTrump TrumpSuperPac AmericaFirst LawOrder P,neutral
2170,Politics and world events are very unpredictable Democrats reaction to PresidentTrump for the nextyrs is very predictable however,negative
2171,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2172,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2173,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2174,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2175,MAGA Hannity TrumpTrain TrumpArmy RedNationRising TeamTrump TrumpSuperPac AmericaFirst LawOr brlQD,neutral
2176,AMERICAS PUBLIC ENEMY,negative
2177,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2178,We Will FightAmericanWorkers Jobs,neutral
2179,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2180,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2181,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2182,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2183,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2184,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2185,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2186,I Made My PromiseKeep My Promise,neutral
2187,Your warmongering tweets are bad Stoking NorthKorea for conflict doesnt defend America Value our,negative
2188,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2189,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2190,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2191,PresidentTrump will BuildTheWall AmericaFirst MakeAmericaSafeeNqqaUprtm,neutral
2192,Congrats onDays withoutor B H ObamaThank You PresidentTrumpPower,neutral
2193,Your warmongering tweets are bad Stoking NorthKorea for conflict doesnt defend America Value o ZKbEdErhI,negative
2194,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2195,I Made My PromiseKeep My Promise,neutral
2196,AMERICAS PUBLIC ENEMY,negative
2197,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2198,AMERICAS PUBLIC ENEMY,negative
2199,Cant blame PresidentTrump for a Congress full of lap dogs a,negative
2200,AMERICAS PUBLIC ENEMY,negative
2201,I think they call thiswinningThank you PresidentTrump for working harder than all the men before you Am pCXNKKbrO,neutral
2202,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2203,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2204,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2205,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2206,PresidentTrump also had lowest approval during electionIOunOahYTE,positive
2207,The art of impersonating PresidentTrumpHlHXBSOi,neutral
2208,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2209,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2210,AMERICAS PUBLIC ENEMY,negative
2211,NOBODY IS BORN RACISTWERE ALL BORN EQUAL Unity UnitedWeStand ILoveAmericaAnd We The People lovePresident,positive
2212,NOBODY IS BORN RACISTWERE ALL BORN EQUAL Unity UnitedWeStand ILoveAmericaAnd We The People lovePresident,positive
2213,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2214,AMERICAS PUBLIC ENEMY,negative
2215,AMERICAS PUBLIC ENEMY,negative
2216,AMERICAS PUBLIC ENEMY,negative
2217,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2218,AMERICAS PUBLIC ENEMY,negative
2219,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2220,AMERICAS PUBLIC ENEMY,negative
2221,Hey Pocahontasis here for the nextyears so get used to it PresidentTrump trump,positive
2222,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2223,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2224,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2225,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2226,How did we go from THISTo allowing ShariaLawThis is why I support PresidentTrumpBuildTheWall MuslimBan,positive
2227,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2228,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2229,I Made My PromiseKeep My Promise,neutral
2230,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2231,PresidentTrumps st Days OuafNhUs ProudAmerican Proud of MyPresident MAGA AmericaFirst ForAll,positive
2232,At dayPresidentTrump resembles something less men WvmoBl,neutral
2233,AMERICAS PUBLIC ENEMY,negative
2234,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2235,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2236,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2237,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2238,PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst,positive
2239,PresidentTrumps st Days OuafNhUs ProudAmerican Proud of MyPresident MAGA AmericaFirst ForAll,positive
2240,PresidentTrump Gives Remarks at the National Rifle Association Leadership forum NRA AhBojauM,neutral
2241,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2242,Cowgirlbabefortrump cowgirl babe trumptrain fortrump maga trump donaldtrump donald trumpcountry imwithher,positive
2243,Cant blame PresidentTrump for a Congress full of lap dogs a,negative
2244,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2245,PresidentTrumps st Days OuafNhUs ProudAmerican Proud of MyPresident MAGA AmericaFirst ForAll,positive
2246,Cant blame PresidentTrump for a Congress full of lap d jythLwK,negative
2247,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2248,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2249,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2250,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2251,We Will FightAmericanWorkers Jobs,neutral
2252,Americas Wall,positive
2253,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2254,In general a politician tosses out big ideas heshe has qNexuvrgt,neutral
2255,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2256,We Will FightAmericanWorkers Jobs,neutral
2257,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2258,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2259,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2260,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2261,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2262,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2263,Videos ObamaLegacy PresidentTrump FirstDays VIDEOLiberal Students Snicker at Trumps FirstDays saGguEbiCs,neutral
2264,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2265,PresidentTrumps st Days OuafNhUs ProudAmerican Proud of MyPresident MAGA AmericaFirst ForAll,positive
2266,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2267,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2268,We Will FightAmericanWorkers Jobs,neutral
2269,PresidentTrump takes weekends off to play golf Hillary is offdays a week cuz she didnt caign to dumb voters Whos dumb now,negative
2270,We Will FightAmericanWorkers Jobs,neutral
2271,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2272,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2273,I Made My PromiseKeep My Promise,neutral
2274,presidenttrump HRW Hi onFebThe independent UK published my legal complaint DxvXuzQR,negative
2275,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2276,Hello there Kerri Thanks for the follow PresidentTrump MAGA,positive
2277,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2278,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2279,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2280,PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst,positive
2281,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2282,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2283,I Made My PromiseKeep My Promise,neutral
2284,We Will FightAmericanWorkers Jobs,neutral
2285,We Will FightAmericanWorkers Jobs,neutral
2286,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2287,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets LJquGkKyu,positive
2288,AMERICAS PUBLIC ENEMY,negative
2289,USA is now under new management PresidentTrumpteam MAGA qQSzOuzLj,neutral
2290,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2291,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2292,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2293,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2294,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2295,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2296,Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump unmvDLOE,positive
2297,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2298,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2299,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2300,How did we go from THISTo allowing ShariaLawThis is why I support PresidentTrumpBuildTheWall MuslimBan,positive
2301,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets LJquGkKyu PJNET,positive
2302,PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome,positive
2303,NOBODY IS BORN RACISTWERE ALL BORN EQUAL Unity UnitedWeStand ILoveAmericaAnd We The People love hPkNeGeJ,positive
2304,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2305,I Made My PromiseKeep My Promise,neutral
2306,We Will FightAmericanWorkers Jobs,neutral
2307,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2308,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2309,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2310,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2311,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2312,MAGA Trump to NRA BerkeleyProtest PresidentTrump NRAAM iCnrf,positive
2313,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2314,I Made My PromiseKeep My Promise,neutral
2315,PresidentTrump Freedom is not a gift from government It is a gift from God NRA Convention,neutral
2316,Full video of my convo onTrump Town Hall byw now PresidentTrumpDIfNxWlNAM,neutral
2317,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2318,PresidentTrumps st Days OuafNhUs ProudAmerican Proud of MyPresident MAGA AmericaFirst ForAll,positive
2319,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2320,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2321,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets quFcxjNRjY PJNET,positive
2322,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2323,Candidate Trump It will be so easy President Trump I thought it would be easier PresidentTrump Trump grsBpIblrR,positive
2324,PresidentTrump philosophy of success in bus xZgXSBdXm,positive
2325,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2326,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2327,Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump AmericanPride TrumpEf,positive
2328,PresidentTrumps st Days OuafNhUs ProudAmerican Proud of MyPresident MAGA AmericaFirst ForAll,positive
2329,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2330,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2331,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2332,PresidentTrumps st Days OuafNhUs ProudAmerican Proud of MyPresident MAGA AmericaFirst ForAllAmericans,positive
2333,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2334,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2335,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2336,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2337,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2338,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2339,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2340,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2341,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2342,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2343,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2344,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2345,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2346,AMERICAS PUBLIC ENEMY,negative
2347,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA,neutral
2348,dems and rinos dont care about America They dont want PresidentTrump to succeedGet out of the way Stop o agxFOInf,neutral
2349,PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGAcCxuVhsC,neutral
2350,AMERICAS PUBLIC ENEMY,negative
2351,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2352,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2353,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2354,PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst,positive
2355,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2356,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2357,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2358,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2359,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2360,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2361,Sorry I couldnt even claim people in America PresidentTrump wasted no tim,negative
2362,I Made My PromiseKeep My Promise,neutral
2363,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2364,I Made My PromiseKeep My Promise,neutral
2365,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2366,PresidentTrump please rethink removing the ban on lead many raptors including the American Eagle die from lead poisoning,positive
2367,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2368,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2369,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2370,I Made My PromiseKeep My Promise,neutral
2371,I Made My PromiseKeep My Promise,neutral
2372,MAGA God Bless you PresidentTrump and my GodBlessAmerica ZIbNfaqD,positive
2373,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2374,This dissapointment of PresidentTrump is within his expectation In other words this North Koreas behavior is to yArEWjJQ,neutral
2375,sign me upplease retweetTrump TeamTrump PresidentTrump MAGA Berkeley Conservatives uniteblue libcrib BXgCxJopj,neutral
2376,PresidentTrump appointing prolife CharmaineYoest to HHS post rlfemSEh,neutral
2377,He should have been careful what he wished for Four years later presidenttrump,neutral
2378,PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome,positive
2379,I Made My PromiseKeep My Promise,neutral
2380,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2381,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2382,Today PresidentTrump signed an ExecutiveOrder on offshore energy strategies Stay tuned for a VNF alert early next w,neutral
2383,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2384,Protecting our rightsNRA,neutral
2385,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2386,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2387,I Made My PromiseKeep My Promise,neutral
2388,I Made My PromiseKeep My Promise,neutral
2389,I Made My PromiseKeep My Promise,neutral
2390,I Made My PromiseKeep My Promise,neutral
2391,I Made My PromiseKeep My Promise,neutral
2392,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2393,Freedom is not a gift from government it is a gift from God PresidentTrumpMake America Safe AgainMakeTodayBet,positive
2394,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2395,I Made My PromiseKeep My Promise,neutral
2396,PresidentTrump just showed ISIS in Afghanistan who the BOSS MAN is America is BACK The days of Obama are behind u,neutral
2397,I Made My PromiseKeep My Promise,neutral
2398,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2399,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2400,I Made My PromiseKeep My Promise,neutral
2401,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
2402,In honor of Trumps first days in office there is TheSimpsons trumpdays PresidentTrump Simpsons CmXxswKa,positive
2403,BEAUTIFUL SIGHT MAGA Newspapers around the World react to Donald Trumps victory PresidentTrump iSkXcfCEw,positive
2404,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2405,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2406,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2407,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
2408,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2409,Freedom is not a gift from government it is a gift from God PresidentTrumpMake America Safe Again MjDZEIYRk,positive
2410,MAGA Trump to NRA BerkeleyProtest PresidentTrump NRAAM EFVSBFZj Puppet String News created meme of t,neutral
2411,MAGA Trump to NRA BerkeleyProtest PresidentTrump NRAAM EFVSBFZj Puppet String News created meme of t,neutral
2412,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2413,PresidentTrump IS dangerousto the Globalists AmericaFirst MAGA,neutral
2414,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2415,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2416,I Made My PromiseKeep My Promise,neutral
2417,Revs stadium future ltbgteconomyltbgt grows little Trump sweeps drillin rules aside administration PresidentTrump KvlHNVdji,positive
2418,DonnyVlad boiled or fried WRGNgTUqBL Trump trumpster Putin DonaldTrump fakenews PresidentTrump,neutral
2419,ArborDay ChristmasEveryDay w PresidentTrump,neutral
2420,PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst,negative
2421,PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome,positive
2422,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
2423,PresidentTrump has proven hes a man of his word Hes keeping every one of his caign promises one by one So awesome,positive
